"data","nu_ano","nu_dia","nu_semestre","ds_semestre","ds_codanosemestre","ds_semestreano","nu_trimestre","ds_trimestre","nu_codanotrimestre","ds_trimestreano","nu_mes","ds_mes","sigla_mes","nu_anomes","ds_anomes","nu_diasemana","ds_diasemana","ds_siglasemana"
"2005-04-11",2005,11,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",2,"SEGUNDA","SEG"
"2005-04-12",2005,12,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",3,"TERCA","TER"
"2005-04-13",2005,13,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",4,"QUARTA","QUA"
"2005-04-14",2005,14,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",5,"QUINTA","QUI"
"2005-04-15",2005,15,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",6,"SEXTA","SEX"
"2005-04-16",2005,16,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",7,"SABADO","SAB"
"2005-04-17",2005,17,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",1,"DOMINGO","DOM"
"2005-04-18",2005,18,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",2,"SEGUNDA","SEG"
"2005-04-19",2005,19,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",3,"TERCA","TER"
"2005-04-20",2005,20,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",4,"QUARTA","QUA"
"2005-04-21",2005,21,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",5,"QUINTA","QUI"
"2005-04-22",2005,22,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",6,"SEXTA","SEX"
"2005-04-23",2005,23,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",7,"SABADO","SAB"
"2005-04-24",2005,24,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",1,"DOMINGO","DOM"
"2005-04-25",2005,25,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",2,"SEGUNDA","SEG"
"2005-04-26",2005,26,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",3,"TERCA","TER"
"2005-04-27",2005,27,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",4,"QUARTA","QUA"
"2005-04-28",2005,28,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",5,"QUINTA","QUI"
"2005-04-29",2005,29,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",6,"SEXTA","SEX"
"2005-04-30",2005,30,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",4,"ABRIL","ABR",200504,"ABR/2005",7,"SABADO","SAB"
"2005-05-01",2005,1,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",1,"DOMINGO","DOM"
"2005-05-02",2005,2,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",2,"SEGUNDA","SEG"
"2005-05-03",2005,3,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",3,"TERCA","TER"
"2005-05-04",2005,4,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",4,"QUARTA","QUA"
"2005-05-05",2005,5,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",5,"QUINTA","QUI"
"2005-05-06",2005,6,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",6,"SEXTA","SEX"
"2005-05-07",2005,7,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",7,"SABADO","SAB"
"2005-05-08",2005,8,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",1,"DOMINGO","DOM"
"2005-05-09",2005,9,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",2,"SEGUNDA","SEG"
"2005-05-10",2005,10,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",3,"TERCA","TER"
"2005-05-11",2005,11,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",4,"QUARTA","QUA"
"2005-05-12",2005,12,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",5,"QUINTA","QUI"
"2005-05-13",2005,13,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",6,"SEXTA","SEX"
"2005-05-14",2005,14,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",7,"SABADO","SAB"
"2005-05-15",2005,15,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",1,"DOMINGO","DOM"
"2005-05-16",2005,16,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",2,"SEGUNDA","SEG"
"2005-05-17",2005,17,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",3,"TERCA","TER"
"2005-05-18",2005,18,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",4,"QUARTA","QUA"
"2005-05-19",2005,19,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",5,"QUINTA","QUI"
"2005-05-20",2005,20,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",6,"SEXTA","SEX"
"2005-05-21",2005,21,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",7,"SABADO","SAB"
"2005-05-22",2005,22,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",1,"DOMINGO","DOM"
"2005-05-23",2005,23,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",2,"SEGUNDA","SEG"
"2005-05-24",2005,24,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",3,"TERCA","TER"
"2005-05-25",2005,25,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",4,"QUARTA","QUA"
"2005-05-26",2005,26,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",5,"QUINTA","QUI"
"2005-05-27",2005,27,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",6,"SEXTA","SEX"
"2005-05-28",2005,28,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",7,"SABADO","SAB"
"2005-05-29",2005,29,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",1,"DOMINGO","DOM"
"2005-05-30",2005,30,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",2,"SEGUNDA","SEG"
"2005-05-31",2005,31,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",5,"MAIO","MAI",200505,"MAI/2005",3,"TERCA","TER"
"2005-06-01",2005,1,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",4,"QUARTA","QUA"
"2005-06-02",2005,2,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",5,"QUINTA","QUI"
"2005-06-03",2005,3,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",6,"SEXTA","SEX"
"2005-06-04",2005,4,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",7,"SABADO","SAB"
"2005-06-05",2005,5,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",1,"DOMINGO","DOM"
"2005-06-06",2005,6,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",2,"SEGUNDA","SEG"
"2005-06-07",2005,7,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",3,"TERCA","TER"
"2005-06-08",2005,8,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",4,"QUARTA","QUA"
"2005-06-09",2005,9,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",5,"QUINTA","QUI"
"2005-06-10",2005,10,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",6,"SEXTA","SEX"
"2005-06-11",2005,11,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",7,"SABADO","SAB"
"2005-06-12",2005,12,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",1,"DOMINGO","DOM"
"2005-06-13",2005,13,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",2,"SEGUNDA","SEG"
"2005-06-14",2005,14,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",3,"TERCA","TER"
"2005-06-15",2005,15,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",4,"QUARTA","QUA"
"2005-06-16",2005,16,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",5,"QUINTA","QUI"
"2005-06-17",2005,17,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",6,"SEXTA","SEX"
"2005-06-18",2005,18,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",7,"SABADO","SAB"
"2005-06-19",2005,19,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",1,"DOMINGO","DOM"
"2005-06-20",2005,20,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",2,"SEGUNDA","SEG"
"2005-06-21",2005,21,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",3,"TERCA","TER"
"2005-06-22",2005,22,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",4,"QUARTA","QUA"
"2005-06-23",2005,23,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",5,"QUINTA","QUI"
"2005-06-24",2005,24,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",6,"SEXTA","SEX"
"2005-06-25",2005,25,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",7,"SABADO","SAB"
"2005-06-26",2005,26,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",1,"DOMINGO","DOM"
"2005-06-27",2005,27,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",2,"SEGUNDA","SEG"
"2005-06-28",2005,28,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",3,"TERCA","TER"
"2005-06-29",2005,29,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",4,"QUARTA","QUA"
"2005-06-30",2005,30,1,"1º Sem.",20051,"S1/2005",2,"2º Trim.",20052,"T2/2005",6,"JUNHO","JUN",200506,"JUN/2005",5,"QUINTA","QUI"
"2005-07-01",2005,1,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",6,"SEXTA","SEX"
"2005-07-02",2005,2,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",7,"SABADO","SAB"
"2005-07-03",2005,3,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",1,"DOMINGO","DOM"
"2005-07-04",2005,4,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",2,"SEGUNDA","SEG"
"2005-07-05",2005,5,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",3,"TERCA","TER"
"2005-07-06",2005,6,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",4,"QUARTA","QUA"
"2005-07-07",2005,7,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",5,"QUINTA","QUI"
"2005-07-08",2005,8,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",6,"SEXTA","SEX"
"2005-07-09",2005,9,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",7,"SABADO","SAB"
"2005-07-10",2005,10,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",1,"DOMINGO","DOM"
"2005-07-11",2005,11,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",2,"SEGUNDA","SEG"
"2005-07-12",2005,12,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",3,"TERCA","TER"
"2005-07-13",2005,13,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",4,"QUARTA","QUA"
"2005-07-14",2005,14,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",5,"QUINTA","QUI"
"2005-07-15",2005,15,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",6,"SEXTA","SEX"
"2005-07-16",2005,16,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",7,"SABADO","SAB"
"2005-07-17",2005,17,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",1,"DOMINGO","DOM"
"2005-07-18",2005,18,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",2,"SEGUNDA","SEG"
"2005-07-19",2005,19,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",3,"TERCA","TER"
"2005-07-20",2005,20,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",4,"QUARTA","QUA"
"2005-07-21",2005,21,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",5,"QUINTA","QUI"
"2005-07-22",2005,22,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",6,"SEXTA","SEX"
"2005-07-23",2005,23,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",7,"SABADO","SAB"
"2005-07-24",2005,24,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",1,"DOMINGO","DOM"
"2005-07-25",2005,25,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",2,"SEGUNDA","SEG"
"2005-07-26",2005,26,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",3,"TERCA","TER"
"2005-07-27",2005,27,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",4,"QUARTA","QUA"
"2005-07-28",2005,28,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",5,"QUINTA","QUI"
"2005-07-29",2005,29,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",6,"SEXTA","SEX"
"2005-07-30",2005,30,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",7,"SABADO","SAB"
"2005-07-31",2005,31,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",7,"JULHO","JUL",200507,"JUL/2005",1,"DOMINGO","DOM"
"2005-08-01",2005,1,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",2,"SEGUNDA","SEG"
"2005-08-02",2005,2,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",3,"TERCA","TER"
"2005-08-03",2005,3,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",4,"QUARTA","QUA"
"2005-08-04",2005,4,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",5,"QUINTA","QUI"
"2005-08-05",2005,5,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",6,"SEXTA","SEX"
"2005-08-06",2005,6,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",7,"SABADO","SAB"
"2005-08-07",2005,7,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",1,"DOMINGO","DOM"
"2005-08-08",2005,8,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",2,"SEGUNDA","SEG"
"2005-08-09",2005,9,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",3,"TERCA","TER"
"2005-08-10",2005,10,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",4,"QUARTA","QUA"
"2005-08-11",2005,11,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",5,"QUINTA","QUI"
"2005-08-12",2005,12,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",6,"SEXTA","SEX"
"2005-08-13",2005,13,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",7,"SABADO","SAB"
"2005-08-14",2005,14,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",1,"DOMINGO","DOM"
"2005-08-15",2005,15,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",2,"SEGUNDA","SEG"
"2005-08-16",2005,16,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",3,"TERCA","TER"
"2005-08-17",2005,17,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",4,"QUARTA","QUA"
"2005-08-18",2005,18,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",5,"QUINTA","QUI"
"2005-08-19",2005,19,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",6,"SEXTA","SEX"
"2005-08-20",2005,20,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",7,"SABADO","SAB"
"2005-08-21",2005,21,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",1,"DOMINGO","DOM"
"2005-08-22",2005,22,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",2,"SEGUNDA","SEG"
"2005-08-23",2005,23,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",3,"TERCA","TER"
"2005-08-24",2005,24,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",4,"QUARTA","QUA"
"2005-08-25",2005,25,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",5,"QUINTA","QUI"
"2005-08-26",2005,26,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",6,"SEXTA","SEX"
"2005-08-27",2005,27,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",7,"SABADO","SAB"
"2005-08-28",2005,28,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",1,"DOMINGO","DOM"
"2005-08-29",2005,29,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",2,"SEGUNDA","SEG"
"2005-08-30",2005,30,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",3,"TERCA","TER"
"2005-08-31",2005,31,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",8,"AGOSTO","AGO",200508,"AGO/2005",4,"QUARTA","QUA"
"2005-09-01",2005,1,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",5,"QUINTA","QUI"
"2005-09-02",2005,2,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",6,"SEXTA","SEX"
"2005-09-03",2005,3,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",7,"SABADO","SAB"
"2005-09-04",2005,4,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",1,"DOMINGO","DOM"
"2005-09-05",2005,5,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",2,"SEGUNDA","SEG"
"2005-09-06",2005,6,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",3,"TERCA","TER"
"2005-09-07",2005,7,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",4,"QUARTA","QUA"
"2005-09-08",2005,8,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",5,"QUINTA","QUI"
"2005-09-09",2005,9,2,"2º Sem.",20052,"S2/2005",3,"3º Trim.",20053,"T3/2005",9,"SETEMBRO","SET",200509,"SET/2005",6,"SEXTA","SEX"
